PY,JI,TI,AU,AB,C1,AU_CO,AU1_CO,AUc_CO,N_AU,AU_TW,FU_TW,RP,FU,FX,DE,DI,DT,ID,PU,SO,TC,VL,DB,AU_UN,AUc_UN,Group
2000.0,J. Geol. Soc. China,Distribution and significance of volcanic materials in sediments of the Taipei basin,Chen C;Lin S,"Volcanic materials are sporadically distributed in sediments of the Taipei Basin as known from twelve geological wells drilled for the past nine years, including gravels and blocks of volcanic rocks and sandy grains of volcanogenic minerals. Gravels are mainly granules and pebbles in conglomeratic beds or layers in the Chingmei Fm and the lower member of the Hsinchuang Fm, and are stream deposits controlled by three major rivers that merge into this Basin. Source regions may include the Chilung Volcano Group (CVG), Huangtsuishan of the Tatun Volcano Group (TVG) and Miocene terrain in northern Taiwan that have been emplaced with alkali basaltic and microsyenitic rocks. Blocks are thick chaotic mixture of various lithic types of andesites originated from TVG, and can be recognized as lahar deposits. Discrete mineral grains of volcanic origin sometimes can be found to occupy up to 15% or more in the sand fraction of few particular thin layers. Concentrates of such minerals can be grouped into four major assemblages: plagioclase + hypersthene + hornblende, plagioclase + hypersthene + augite + hornblende (+ magnetite), plagioclase + hypersthene (+ augite), and hornblende + magnetite. Except the last one that may represent the detrital materials of CVG, they are thought to be the derivatives of TVG. Moreover, the assemblage of plagioclase + hypersthene + hornblende is found in the bottom of the Sungshan Fm in three wells out of four that are close to TVG. As these volcaniclastics are also associated with abundant montmorilloniterich clays, or the main alteration product of fine-grained volcanic glasses, in the matrix, it is therefore suggested that they are probably volcanic ashes. Accordingly, there could have happened an event of volcanic activity in TVG approximatly at the early depositional time of the Sungshan Fm (ca. 10 Ka), and TVG could thus be regarded as dormant at present.","Department of Geology, National Taiwan University, Taiwan",TAIWAN;TAIWAN,TAIWAN,TAIWAN,2,1.0,,"Chen, C.-H.; Department of Geology, Taiwan",,NA NA,Lahar deposit;  Taipei Basin;  Tatun volcano group;  Volcanic ashes,,Article,lahar;  sedimentary basin;  volcanic rock; Taiwan,,Journal of the Geological Society of China,5,43,scopus,NATIONAL TAIWAN UNIVERSITY,NOTREPORTED,X
2000.0,J. Geol. Soc. China,Field occurence 40 Ar39 Ar Daring and petrochemical features of volcanic rocks in Mienhuayu off ne Taiwan,Wang K;Chen C;Chung S;Lin L;Lo C;Yang T;Lee H,"Mienhuayu, a volcanic islet off the NE Taiwan, is located in the central part of the Northern Taiwan Volcanic Zone (NTVZ). In this study, we first conducted a detailed field investigation which reveals that the islet is composed dominantly of subaerial mafic lava flows and scoria deposits. 40 Ar/39 Ar dating on a whole-rock sample from a lava flow indicates that the volcanic activity started as early as 2.6 Ma, in good accordance with the time proposed for the onset of extensional collapse of the northern Taiwan mountain belt. Volcanic rocks from the Mienhuayu are generally hypocrystalline, showing porphyritic texture with high-Mg olivine (Fo ≈ 80∼81), bronzite (En ≈79 ∼82) and labradorite (An ≈ 58∼66) as major phenocryst phases in a glassy matrix. They are uniform in the whole-rock composition marked by apparently higher magnesium (i,e., MgO ≈ 5.9∼8.1 wt.%, Mg-value ≈ 56∼62) relative to silica contents (SiO2 ≈ 52.7∼54.5 wt.%), a feature that may be observed in either silica-saturated melts from the intraplate extension environment or high andesites commonly from the fore-arc settings. In the incompatible element variation diagram, although the Mienhuayu volcanic rocks exhibit moderate enrichments in the large ion lithophile and light rare earth elements and lead, they do not display depletions in the high field strength elements as other NTVZ volcanic rocks. The Mienhuayu volcanic rocks, moreover, show geochemical affinites to the Miocene (∼23-9 Ma) intraplate tholeiitic basalts from NW Taiwan and contemporaneous (∼13 Ma), extension-related high-Mg andesites from the Iriomote-jima, southern Ryukyu. We therefore suggest that, in comparison to other NTVZ volcanics whose generation requires a subduction-modified, lithospheric mantle source, the Mienhuayu magmas originated from an ascenced asthenospheric mantle which had been subtly affected by adjacent Ryukyu subduction zone processes. This asthenosphere upwelling could have been achieved in the beginning of post-collisional lithospheric extension in the northern Taiwan mountain belt during Plio-Pleistocene time.","Department of Geology, National Taiwan University, Taipei, Taiwan",TAIWAN;TAIWAN,TAIWAN,TAIWAN,7,1.0,,"Wang, K.-L.; Department of Geology, , Taipei, Taiwan",,NA NA,Mienhuayu; Northern Taiwan volcanic zone; Lava flow; 40 Ar/39 Ar dating; post-collisional extension,,Article,geochemistry;  petrology;  Pliocene;  volcanic rock; Taiwan,,Journal of the Geological Society of China,4,43,scopus,NATIONAL TAIWAN UNIVERSITY,NOTREPORTED,X
2000.0,J. Geol. Soc. China,Illite crystallinity of oligocene metapelites from NE Taiwan,Lin M;You M,"A total of 47 samples of the Oligocene metapelites collected from the Hsuehshan Range of the Toucheng area, NE Taiwan were studied for illite crystallinity. The illite crystallinity of the studied strata, from top to bottom, is as follows: the Tatungshan Formation: IC (illite crystallinity in air-dried) = 0.32-0.68°Δ2θ and ICgly (illite crystallinity in ethylene glycol-saturated)= 0.29-0.54°Δ2θ; the Tsuku Formation: IC = 0.22-0.49°Δ2θ and ICgly = 0.19-0.40°Ad2θ; the Kankou Formation: IC = 0.24-0.39°Δ2θ and ICgly = 0.23-0.37°Δ2θ; and the Szeleng Sandstone: IC = 0.30-0.40°Δ2θ and ICgly = 0.29-0.37°Δ2θ. The results show that each studied stratigraphic formation does not have its own characteristic IC range. In addition, illite crystallinity could not display systematic change with the stratigraphic sequence along geologic sections. Although, from a mineralogical point of view, it is partially influenced by the extra expandable mineral and detrital 2M muscovite contents within the metapelites, it is still a rather good indicator for determining metamorphic grade in this very low-grade metamorphic terrane. However, illite crystallinity is not a useful tool in stratigraphic idenrtication and correlation, at least in the NE Hsuehshan Range, as compared with vitrinite reflectance.","Department of Earth Science, National Taiwan Normal University, Taiwan",TAIWAN;TAIWAN,TAIWAN,TAIWAN,2,1.0,,"Lin, M.-L.; Department of Earth Science, Taiwan",,NA NA,Hsuehshan range;  Illite crystallinity;  Metapelite;  Taiwan,,Article,crystallinity;  illite;  metapelite;  Oligocene; Taiwan,,Journal of the Geological Society of China,0,43,scopus,NATIONAL TAIWAN NORMAL UNIVERSITY,DEPARTMENT OF EARTH SCIENCE,X
2000.0,J. Geol. Soc. China,Is the Chiaming Lake depression in the South Central Range of Taiwan an impact crater,Chen C;Lee Y;Chung S;Ho Y;She K,"The Chiaming Lake depression is oval in shape, about 330 × 210m in dimensions and approximately 35m deep. The depression unusually interrupts a small tributary that formerly ran from SSW to NNE and crossed over the lake depression. Lots of rock debris or breccia of various sizes are evenly distributed in the depression, in which numerous highly-shattered quartz sands, some minute glass threads and fragments with melting surface, and minute magnetic iron-oxide fragments with abnormal Ni or Cu content have been found. These characteristic features are best explained by an impact origin, and the age of impact could be less than 100,000 years.","Central Geological Survey, MOEA, Taipei, Taiwan",TAIWAN,TAIWAN,TAIWAN,5,1.0,,"Chen, C.-H.; Central Geological Survey, , Taipei, Taiwan",,NA NA,Chiaming lake depression;  Impact crater,,Article,crater;  impact structure;  Quaternary; Taiwan,,Journal of the Geological Society of China,0,43,scopus,,NOTREPORTED,X
2000.0,J. Geol. Soc. China,River course changes and potential aquifers in the Tsengwenchi Southwestern Taiwan by direct current resistivity method,Yang C;Cheng P;Chan G;Liu T,"Direct current (DC) resistivity soundings with Schlumberger arrays are utilized to map the vertical and horizontal distributions of resistivity in the downstream reach of the Tsengwen-chi, southwestern Taiwan. Distribution of high resistivity zones can provide significant information of the past changes of the Tsengwen-chi course. Buried channels are recognized from either the apparent resistivity maps with different half-electrode spacings or resistivity maps for differenct depths in the study area. Results of this study also indicate that the buried channels are related to the local potential aquifers, thus providing useful information for future drilling, and benefiting the future management of groundwater in the study area.","Institute of Applied Geology, National Central University, Taiwan",TAIWAN,TAIWAN,TAIWAN,4,1.0,,"Yang, C.-H.; Institute of Applied Geology, Taiwan",,NA NA,DC method;  Groundwater;  Paleo-river courses,,Article,aquifer;  electrical resistivity;  groundwater exploration; Taiwan,,Journal of the Geological Society of China,0,43,scopus,NATIONAL CENTRAL UNIVERSITY,INSTITUTE OF APPLIED GEOLOGY,X
2000.0,J. Geol. Soc. China,Sequence stratigraphy of the Taipei Basin deposits A preliminary study,Teng L;Yuan P;Yu N;Peng C,"Despite recent intense investigations, the stratigraphy of Late Quaternary Taipei Basin deposits remains fraught with uncertainties and controversies. To improve our understanding of Taipei Basin stratigraphy, a sequence stratigraphic analysis was carried out in 4 deep boreholes recently recovered from the western part of the Basin. For each borehole, the facies successions were established according to an alluvial-lacustrine-estuarine depositional model, and the resultant facies stacking patterns used to delineate the key stratigraphic surfaces, including sequence boundaries, transgressive surfaces, and flooding surfaces. These key surfaces can be correlated among boreholes and used to divide Taipei Basin deposits into 3 sequences and a series of systems tracts. In spite of minor contradictions that remain to be investigated, the proposed sequence stratigraphy is generally consistent with the extant palynostratigraphy and lithostratigraphy. Nevertheless the 14 key surfaces of sequence stratigraphy significantly improve the stratigraphic resolution offered by the 7 zonal boundaries and 4 formational boundaries of palynostratigraphy and lithostratigraphy. In addition, the age of each key surface can be inferred by correlating with the Late Quaternary oxygen isotopic curve and used to constrain the depositional history of each borehole. The agreement between the facies variations and the glaciation-modulated sea level change also demonstrates that Taipei Basin sedimentation was manipulated mainly by eustacy.","Institute of Geology, National Taiwan University, Taipei, Taiwan",TAIWAN;TAIWAN,TAIWAN,TAIWAN,4,1.0,,"Teng, L.S.; Institute of Geology, , Taipei, Taiwan",,NA NA,Quaternary;  Sea level change;  Sedimentation;  Sequence stratigraphy;  Taipei Basin,,Article,Quaternary;  sea level change;  sequence stratigraphy; Taiwan,,Journal of the Geological Society of China,5,43,scopus,NATIONAL TAIWAN UNIVERSITY,INSTITUTE OF GEOLOGY,X
2000.0,J. Geol. Soc. China,Study on the maifanshih from the coastal range Taiwan,Lin S,"""Maifanshih"" which means a stone having an appearance as a cooked wheat-grained food, has long been said to have functions of purifying and softening water, absorbing odour and cation exchange. The maifanshih specimens in this study were from the southern Coastal Range, Taitung County, Taiwan. Judging from the results of various experiments, these so-called maifanshihes are actually hornblende-rich porphyritic andesites and measured to have the cation-exchange-capacity (C.E.C.). The fundamental factor to cause such an effect is the presence of smectite which was neoformed by alteration chiefly from the primary hornblende in the fresh andesite. By considering the natures regarding its chemical composition, structure type, lattice expansion, electron microscopic feature and its geological occurrence, this smectite is very likely to be a Fe-rich saponite. It should be noted that not all of the so-called maifanshih should contain zeolites, as our specimens actually does not.","Department of Geological Sciences, National Taiwan University, Taiwan",TAIWAN;TAIWAN,TAIWAN,TAIWAN,1,1.0,,"Lin, S.-B.B.; Department of Geological Sciences, Taiwan",,NA NA,"Andesite with C.E.C.;  Neoformed saponite after hornblende;  Taitung""Maifanshih""",,Article,andesite;  health belief;  lithology; Taiwan,,Journal of the Geological Society of China,2,43,scopus,NATIONAL TAIWAN UNIVERSITY,DEPARTMENT OF GEOLOGICAL SCIENCES,X
2000.0,J. Geol. Soc. China,Submarine physiographic features in Taiwan region and their geological significance,Yu H;Song G,"The sea floor topography around Taiwan is characterized by its asymmetry of having relatively shallow and flat shelves to the west and markedly deep basins and trenches and high-relief troughs and ridges to the south and east. Tectonics and sedimentation are important factors in forming the submarine topography around Taiwan. Three Pliocene-Quarternary shelves are distributed north and west of Taiwan: East China Sea Shelf (passive margin shelf), the Taiwan Strait Shelf (foreland shelf) and Kaoping Shelf (island shelf) from north to south along the strike of Taiwan orogen. East-west trending ridges of the Yaeyama accretionary wedge and submarine Ryukyu Arc, four offset forearc basins, deep Hualian Canyon-Ryukyu Trench and active backarc basin of southern Okinawa Trough are the major submarine morphologic features in the area off northeastern Taiwan. Off eastern Taiwan, the deep Huatung Basin between the submarine northern Luzon Arc and Gagua Ridge is characterized by relatively flat floor, although several large submarine canyons eroding the basin floor across the basin. Turbidites derived from Taiwan orogen via the submarine canyons are deposited on the basin floor. Off southwestern Taiwan, the broad Kaoping Slope is the major submarine topographic feature. The boundary separating this slope from the South China Sea Slope is the Penghu Canyon. The lower reach of the Penghu Canyon merges gradually into the Manila Trench south of 21°30'N. Off southeastern Taiwan, the forearc region of the Luzon Arc has been deformed into N-S trending ridges and troughs during initial arc-continent collision. The Hengchun Ridge is the most prominent physiographic feature and is the seaward continuation of the Hengchun peninsula. Marine geology in Taiwan region generally reflects a transition from a passive margin to an active margin during the last five million years. Before the collision with the Luzon Arc, the Chinese continental margin in Taiwan has been in a bathymetric setting with shelf, slope, basin and trench with increasing depth in a NE-SW regional trend. After collision with the Luzon Arc and rising of the mountain belt of Taiwan, the continental margin became an active one characterized by a paired thrust-belt and foreland basin, bounded by two remnant marginal ocean basins and transitional subduction-collision systems.","Institute of Oceanography, National Taiwan University, Taipei, Taiwan",TAIWAN;TAIWAN,TAIWAN,TAIWAN,2,1.0,,"Yu, H.-S.; Institute of Oceanography, , Taipei, Taiwan",,NA NA,Physiography;  Sedimentation;  Submarine;  Taiwan;  Tectonics,,Article,seafloor;  sedimentation;  tectonics;  topography; East China Sea;  Taiwan,,Journal of the Geological Society of China,24,43,scopus,NATIONAL TAIWAN UNIVERSITY,INSTITUTE OF OCEANOGRAPHY,X
2000.0,J. Geol. Soc. China,The future impact of the Tanshui harbor on its nearby coastal environment,Hong E;Ou C;Tseng S;Kuo N;Huang T;Lee W,"Bathymetry, bedforms and distribution of sediments in the offshore area of the Tanshui river estuary are studied using a combined precision echo sounder and a high resolution GeoChirp subbottom profiler and sidescan sonar system. Based on these results and local hydrographic data, regional sediment transportation patterns and hydrodynamic processes are integrated to understand and evaluate the future impact due to construction of the Tanshui harbor on its nearby coastal environment. In general, the study area is relatively flat and smooth with a gradient less than 0.61°. Five echo character types are mapped in this region and inferred as different sedimentary deposits. Dark sandy sediments are derived from the Tanshui river and mainly transported southwestward. They are deposited in the nearshore area as a fan-shaped lobe in a plan view. Meanwhile, brownish, shell-bearing palimpsestic, coarser sediments are distributed further offshore. Besides the predominating southwestward transportation of the stream sediments, the prevailing southly and southeastly waves also induce southwestly longshore drift in the foreshore region. Therefore, construction of the Tanshui harbor will definitely block the southwestward transportation of the stream sediments, which consequently are going to accumulate in the area between the Tanshui estuary and the harbor. On the contrary, the coastal area south of the harbor will suffer beach erosion.","Dept. of Oceanography, Natl. Taiwan Ocean University, Keelung, Taiwan",TAIWAN;TAIWAN,TAIWAN,TAIWAN,6,1.0,,"Hong, E.; Dept. of Oceanography, , Keelung, Taiwan",,NA NA,Bathmetry;  Coastal environment;  Sediment distribution;  Seismic survey;  Subbottom profiler and sidescan sonar system;  Tanshui estuary,,Article,coastal zone management;  harbor;  sedimentation;  sonar; Taiwan,,Journal of the Geological Society of China,0,43,scopus,NATL. TAIWAN OCEAN UNIVERSITY,NOTREPORTED,X
2000.0,J. Geol. Soc. China,Variations of lithologic characters and claymineral compositions of sediments in the Taipei Basin,Lin S;Chen C,"Eleven drillwell cores from the Taipei Basin were studied for their lithology and mineralogy with their lithologic columns. The Tertiary basement formation at each well-site was respectively identified stratigraphically. As the result, it becomes clear that the basement deepens rapidly from southeast towards northwest, and that the Taipei Fault, one of the important faults in the Basin, is better constrained between NTU-1 and YH-1 boreholes. The Quarternary basin sediments are divided into the Sungshan, Chingmei, and Hsinchuang Formations in the descending order. The last one may be subdivided into the lower and upper members where possible. The Sungshan Fm is essentially the interfingering interbeds of mud and sand, deposited in a brackish, lacustrine environment. The Chingmei Fm is basically a thick-bedded gravel of an alluvial fan deposit, decreasing its thickness toward northeast. However, the Hsinchuang Fm is much variable in lithology and thickness with locations, and often too thin to be subdivided. It is generally formed by several cycles of fluvial sediments starting from gravel, sand to mud. Comparing with the upper part, its lower part (member) is rich in gravel beds which become much greater in grain size, poorer in sorting, more irregular and angular in shape, and more variable in lithic type with the location, indicating that they are debris flows in origin. The lower member in the northeast part is particularly rich in volcanic materials. The main components of clay-minerals in the sediments studied are illite, chlorite, kaolinite, montmorillonite, and mixed-layerclay minerals. Clay mineral contents in each stratigraphic unit is distinctive and, therefore, useful for stratigraphic correlation. Illite and chlorite as major components of the clay-minerals, increase their abundance while kaolinite and montmorillonite decrease from bottom to top. Hence, the ratio of (K+M+Mx) / (I+C) reduces from the Hsinchuang to Sungshan Fm. This fact also reflects a gradual change from a subaerial, fluvial environment at the earlier stage to a brackish, lacustrine one at the later stage. In addition, other lateral variations of clay-mineral composition also occur. For instance, both kaolinite in the Sungshan Fm and montmorillonite in the Chingmei Fm increase from south to north. Similarly, sediments in the northeast part are particularly rich in kaolinite and montmorillonite. All these facts indicate their different source materials for sedimentation. Almost all the clay-mineral particles are detrital in origin. Most of illites and chlorites were carried from the distant submetamorphic argillite-slate area, whereas most of kaolinites and montmorillonites were reworked from the nearby sedimentary strata and volcanic regions. From their nature, it is evident that the sediments have been transported fast without ample chemical weathering and quickly deposited. The clay-mineral composition of the bottom sediments of this basin is significantly controlled by the lithology of the basement. In other words, the basement provided a considerable amount of materials for initial sedimentation. Later, more and more materials were brought in from the surrounding Tertiary sedimentary province and the relatively distant, submetamorphic region southeast to this basin.","Department of Geology, National Taiwan University, Taipei, Taiwan",TAIWAN;TAIWAN,TAIWAN,TAIWAN,2,1.0,,"Lin, S.-B.; Department of Geology, , Taipei, Taiwan",,NA NA,Clay-mineral compositions;  Geological significance;  Lithologic characters;  Taipei basin sediments,,Article,clay mineral;  lithology;  Quaternary;  sedimentary basin; Taiwan,,Journal of the Geological Society of China,1,43,scopus,NATIONAL TAIWAN UNIVERSITY,NOTREPORTED,X
2021.0,J. Geol. Soc. India,Earthquake Early Warning Systems in Taiwan Current Status,Wu Y;Mittal H;Chen D;Hsu T;Lin P,"The earthquake early warning (EEW) system in Taiwan is the outcome of rigorous research work carried out at various levels after the occurrence of the 1986 Hualien earthquake that caused destruction. After more than 25 years of development, three different EEW systems exist in Taiwan. Currently, the nation wide regional EEW system is operated by the Central Weather Bureau (CWB), whereas, a hybrid (regional & onsite) system based on Micro-Electro-Mechanical System sensors is run by National Taiwan University (NTU). The third EEW (onsite system) is run by the National Center for Research on Earthquake Engineering (NCREE). Both CWB and NTU systems are capable of reporting the EEW warnings within 20 seconds of earthquake occurrence. The CWB system is incharge of providing earthquake alerts in Taiwan via text message through mobile phone, TV, and directly broadcasting system to schools and is providing earthquake alarms to the general public since 2016. During recently damaging earthquakes in Taiwan, the NTU system provided 2-8 seconds onsite warning (lead time) in the blind zone around the epicenter. The NTU system also can generate near real-time shake maps for rapid response purposes. The NCREE system consists of about 98 stations and can provide several seconds lead time in the area near the epicenter. The NCREE system also can receive CWB regional EEW messages for warning the regions away from the epicenter. Individually every system has its advantage, however, the hybrid approach will be one of the future systems for real operation.","Natl Taiwan Univ, Dept Geosci, Taipei 10617, Taiwan.;  Acad Sinica, Inst Earth Sci, Taipei 11529, Taiwan.;  Natl Taiwan Univ, Res Ctr Future Earth, Taipei 10617, Taiwan.;  Minist Earth Sci, Natl Ctr Seismol, New Delhi 110003, India.;  Cent Weather Bur, Taipei 10048, Taiwan.;  Univ Taipei, Dept Earth & Life, Taipei 10048, Taiwan.;  Natl Taiwan Univ Sci & Technol, Dept Civil & Construct Engn, Taipei 10607, Taiwan.;  Natl Ctr Res Earthquake Engn, Taipei 106219, Taiwan.;",TAIWAN;TAIWAN;TAIWAN;INDIA;TAIWAN;TAIWAN;TAIWAN;TAIWAN,TAIWAN,TAIWAN,5,1.0,1.0,"Wu, YM (corresponding author), Natl Taiwan Univ, Dept Geosci, Taipei 10617, Taiwan.; Wu, YM (corresponding author), Acad Sinica, Inst Earth Sci, Taipei 11529, Taiwan.; Wu, YM (corresponding author), Natl Taiwan Univ, Res Ctr Future Earth, Taipei 10617, Taiwan.","Ministry of Science and Technology (MOST), TaiwanMinistry of Science and Technology, Taiwan; Research Center of Future Earth of the National Taiwan University (NTU); National Center for Research on Earthquake Engineering, Taiwan (NCREE); NTU Research Center for Future Earth from the Featured Areas Research Center Program within the Ministry of Education (MOE) in Taiwan","We would like to thank Prof. Harsh Gupta for providing the opportunity to present the development of Taiwan earthquake early warning systems. The authors gratefully acknowledge the Ministry of Science and Technology (MOST), Taiwan for sponsoring the project, under which this study was carried out. Our work was also supported by the Research Center of Future Earth of the National Taiwan University (NTU) and the National Center for Research on Earthquake Engineering, Taiwan (NCREE). This work was also financially supported by the NTU Research Center for Future Earth from the Featured Areas Research Center Program within the framework of the Higher Education Sprout Project by the Ministry of Education (MOE) in Taiwan. The author (HM) is thankful to Dr. O.P. Mishra, Director, National Centre for Seismology, Ministry of Earth Sciences, India for providing necessary support to participate in present work.The GMT software from Wessel and Smith (1998) was used in plotting most of the figures and is gratefully acknowledged.",,10.1007/s12594-021-1909-6,Article,PEAK GROUND ACCELERATION; SEISMIC NETWORK; P-ALERT; PERFORMANCE; QUICK,SPRINGER INDIA,JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA,0,97,ISI,NATL TAIWAN UNIV;INST EARTH SCI;NATL TAIWAN UNIV;NATL CTR SEISMOL;UNIV TAIPEI;NATL TAIWAN UNIV SCI AND TECHNOL;NATL CTR RES EARTHQUAKE ENGN,NATL TAIWAN UNIV;INST EARTH SCI;NATL TAIWAN UNIV,B2
2021.0,J. Geol. Soc. India,Radon Monitoring in Artesian Wells at Matosan Area of South Taiwan for Mud Eruption Studies,Kumar A;Walia V;Lin S;Fu C,"In the present study, radon monitoring in the artesian wells of Mato-san areas of south Taiwan were carried out to know the working of the mud eruption and the dependence of the eruption cycle with radon changes. Radon monitoring in water was carried out by using RAD7. Water samples were collected at different depths from different wells for the period of two weeks to one month. This study shows that anomalous radon value has been observed before and after to some eruptions during the study periods. The opposite radon behaviors at well No. 2 and well No. 3(B) were observed during the eruption. Noted behavior of these wells may be due to the movement of gas fluxes during the eruption period.","Natl Appl Res Labs, Natl Ctr Res Earthquake Engn, Taipei, Taiwan.;  Acad Sinica, Inst Earth Sci, Taipei, Taiwan.;",TAIWAN;TAIWAN,TAIWAN,TAIWAN,4,1.0,1.0,"Walia, V (corresponding author), Natl Appl Res Labs, Natl Ctr Res Earthquake Engn, Taipei, Taiwan.","Ministry of Science and Technology of TaiwanMinistry of Science and Technology, Taiwan [108-2116-M-492 -003, 109-2811-M-492-500]",The authors are thankful for the Ministry of Science and Technology of Taiwan for funding this research under the projects 108-2116-M-492 -003 and 109-2811-M-492-500.,,10.1007/s12594-021-1917-6,Article,VOLCANOS; DIAPIRISM,SPRINGER INDIA,JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA,0,97,ISI,NATL CTR RES EARTHQUAKE ENGN;INST EARTH SCI,NATL CTR RES EARTHQUAKE ENGN,B2
1998.0,J. Geosci. Educ.,Inquiry teaching and its effects on secondaryschool students learning of earth science concepts,Mao S;Chang C;Barufaldi J,"The purpose of this study was to compare the effects of inquiry-based teaching and traditional teaching on student learning of earth-science concepts at the secondary-school level. A quasiexperimental non-equivalent control-group design was employed to identify any significant gains in student achievement. Students chosen to participate in the study included 232 earth-science students (9th grade) enrolled in six earth-science classes. The experimental group received two weeks of the inquiry-based instruction, whereas the control group received the traditional lecture-type instruction. Selected items from the Taiwan Indicators of Educational Progress in Science Process Skills and Taiwan Entrance Examinations for Senior High School were used to measure student learning of earth-science concepts. The data were analyzed with an analysis of covariance (ANCOVA) on posttest scores with pretest as the covariate. The results indicated that students taught using inquiry-based instructional method scored significantly higher on the selected test items than those taught by a traditional teaching approach (F=6.75, p<.05). Most notably, there was significant improvement in achievement test performance, especially on the comprehensive (F =3.94, p.<05) and integrated (F=6.47, p.<0.05) test items but not on the ""factual knowledge"" (F = 3.43, p>0.05) test items.","Department of Earth Sciences, National Taiwan Normal University Taiwan, Ting-Chou Road, Taipei 1178, Taiwan; Science Education Center, SZB 340 University of Texas at Austin, Austin, TX 76712, United States",TAIWAN;TAIWAN;TAIWAN;USA,TAIWAN,TAIWAN,3,1.0,,"Mao, S.-L.; Department of Earth Sciences, Ting-Chou Road, Taipei 1178, Taiwan",,NA NA,Education - Geoscience;  Education - Outside united states;  Education secondary,,Article,,,Journal of Geoscience Education,0,46,scopus,NATIONAL TAIWAN NORMAL UNIVERSITY TAIWAN;SCIENCE EDUCATION CENTER,DEPARTMENT OF EARTH SCIENCES,A
1999.0,J. Geosci. Educ.,Earth science student attitudes toward a constructivist teaching approach in Taiwan,Chang C;Hua H;Barufaldi J,"The notion of constructivism is serving as the underpinning for many of the current reforms in science education and has been one of the most influential themes in science education for the past 20 years. This study was designed to investigate the attitudes of earth-science students toward a constructivist teaching approach. Eighty-six ninth-grade students enrolled in two earth-science classes were chosen to participate in the study. A five point Likert-style questionnaire with ten items was administered to the participants to explore their opinions of this teaching method during a six-week intervention. Results of the affective-domain survey strongly suggest that the students held no particular attitudes toward this learning style; yet, they all expressed their understanding of the advantages of the constructivist teaching method in terms of helping them develop science-process skills, improving their thinking skills, and providing opportunities to apply their own ideas. In addition, we also found that student attitudes toward the teaching-learning approach demonstrated a degree of frustration. They realized the advantages of this instructional method; however, they did not view this type of instruction as being promising because it appeared the approach would not help them perform better on their forthcoming achievement tests.","Science Education Center, SZB 340, University of Texas at Austin, Austin, TX, United States",USA,USA,TAIWAN,3,,,"Chang, C.-Y.; Department of Earth Sciences, 88, Section 4, Ting-Chou Road, Taipei 116, Taiwan; 電子郵件: changcy@cc.ntnu.edu.tw",,NA NA,Education - geoscience;  Education - outside United States;  Education - secondary;  Geology - teaching and curriculum,10.5408/1089-9995-47.4.331,Article,Earth science;  education; Taiwan,National Association of Geoscience Teachers Inc.,Journal of Geoscience Education,8,47,scopus,AUSTIN,DEPARTMENT OF EARTH SCIENCES,A
2000.0,J. Geosci. Educ.,Enhancing tenth graders earthscience learning through computerassisted instruction,Chang C,"This study investigated the comparative efficiency of computer-assisted instruction (CAI) and traditional teaching methods on tenth-graders' learning of earth science in Taiwan. A total of 151 students enrolled in four earth science classes participated in this pretest/post-test control-group experiment. Experimental-group students learned earth science concepts through the CAI, whereas comparison group students were taught by a traditional approach. Results include: (1) Students in the experimental group had significantly higher achievement scores than did students in the comparison group (F = 4.90, p<.05); (2) There were also statistically significant differences in favor of CAI on students' test performance, especially on the knowledge (F = 8.00, p<.005) and comprehension (F = 5.80, p<.05) test items, but not on the application (F = 0.12, p>.05) test items. These findings suggest that incorporating CAI into secondary schools has promise in helping students' grasp of earth science concepts.","Department of Earth Sciences, National Taiwan Normal University, 88, Section 4, Ting-Chou Road, Taipei 11650 Taiwan, Taiwan",TAIWAN;TAIWAN;TAIWAN,TAIWAN,TAIWAN,1,1.0,,"Chang, C.-Y.; Department of Earth Sciences, 88, Section 4, Ting-Chou Road, Taipei 11650 Taiwan, Taiwan; 電子郵件: changcy@cc.ntnu.edu.tw",,NA NA,Education - computer-assisted;  Education - geoscience;  Education - outside United States;  Education - secondary,10.5408/1089-9995-48.5.636,Article,computer system;  Earth science;  education,National Association of Geoscience Teachers Inc.,Journal of Geoscience Education,13,48,scopus,NATIONAL TAIWAN NORMAL UNIVERSITY,DEPARTMENT OF EARTH SCIENCES,A
